train_loss,train_sr,epoch,step
1.9062827825546265,0.016707338392734528,0,2
1.5264272689819336,-0.030123937875032425,1,5
1.2042819261550903,-0.008567106910049915,2,8
0.9251410365104675,-0.0018764921696856618,3,11
0.6908355355262756,-0.03935180604457855,4,14
0.49295735359191895,-0.05189863219857216,5,17
0.3434159755706787,-0.040584269911050797,6,20
0.22294306755065918,-0.007090086583048105,7,23
0.13763482868671417,-0.0009715957567095757,8,26
0.07491691410541534,-0.01648455485701561,9,29
0.03638679161667824,-0.015198548324406147,10,32
0.016998901963233948,-0.00497084017843008,11,35
0.00858664233237505,-0.026097407564520836,12,38
0.006700549274682999,-0.015477900393307209,13,41
0.008777376264333725,-0.008644227869808674,14,44
0.011867904104292393,-0.03171077370643616,15,47
0.013672283850610256,-0.0014050108147785068,16,50
0.014030419290065765,-0.011295828968286514,17,53
0.013272871263325214,-0.0038386185187846422,18,56
0.011675256304442883,0.0015199992340058088,19,59
0.010196248069405556,-0.013291825540363789,20,62
0.008483362384140491,-0.007323720492422581,21,65
0.007415832951664925,-0.020713943988084793,22,68
0.006869023200124502,0.012665585614740849,23,71
0.006662442814558744,-0.014531822875142097,24,74
0.006766913458704948,-0.0534810908138752,25,77
0.006752705201506615,0.007295818533748388,26,80
0.006565978284925222,0.009908041916787624,27,83
0.006537566427141428,0.003240361576899886,28,86
0.006980154663324356,-0.012031657621264458,29,89
0.006632131990045309,-0.037049755454063416,30,92
0.006257636938244104,0.0007633113418705761,31,95
0.006366224959492683,0.03424803912639618,32,98
0.006639517843723297,0.010561246424913406,33,101
0.0063408794812858105,-0.009945389814674854,34,104
0.006739406380802393,-0.047095946967601776,35,107
0.006439540069550276,0.01219695433974266,36,110
0.006067756563425064,-0.032479606568813324,37,113
0.006340032909065485,-0.013783879578113556,38,116
0.006389827933162451,0.009480989538133144,39,119
0.0062669203616678715,-0.00656235683709383,40,122
0.006310292053967714,-0.012628724798560143,41,125
0.006662855390459299,-0.00546849612146616,42,128
0.006120039150118828,-0.024474769830703735,43,131
0.006208593491464853,-0.03980991244316101,44,134
0.006817295681685209,0.0004404601058922708,45,137
0.0067956470884382725,0.043181825429201126,46,140
0.006552728358656168,0.00024466359172947705,47,143
0.006702597718685865,-0.026761936023831367,48,146
0.006390046328306198,0.01640031300485134,49,149
0.00650409609079361,0.021105533465743065,50,152
0.006697437260299921,-0.005956477951258421,51,155
0.006441187579184771,-0.004971526563167572,52,158
0.0063882023096084595,-0.0020856396295130253,53,161
0.006528811529278755,-0.0004611755721271038,54,164
0.006686640437692404,0.005582342389971018,55,167
0.006868197117000818,0.0037112345453351736,56,170
0.006379744503647089,0.04486457630991936,57,173
0.00598883768543601,-0.0049324678257107735,58,176
0.006551975850015879,-0.01385178230702877,59,179
0.006018561776727438,0.059234198182821274,60,182
0.0060997274704277515,0.008147499524056911,61,185
0.0061246491968631744,0.018419040367007256,62,188
0.006175332237035036,-0.010448417626321316,63,191
0.0061161755584180355,0.030074890702962875,64,194
0.006726415827870369,-0.03566119074821472,65,197
0.006087957415729761,0.01322620827704668,66,200
0.006055720150470734,-0.02743796445429325,67,203
0.006315392907708883,0.01904412731528282,68,206
0.005955886095762253,0.02207125723361969,69,209
0.006451004650443792,-0.016221651807427406,70,212
0.006242976989597082,-0.0018663803348317742,71,215
0.006174934562295675,-0.005487415939569473,72,218
0.00616488978266716,-0.005962366703897715,73,221
0.006256596650928259,0.019706718623638153,74,224
0.006497800350189209,0.009407653473317623,75,227
0.006418334320187569,-0.014665038324892521,76,230
0.0067357695661485195,-0.006568760611116886,77,233
0.0064216251485049725,-0.024087097495794296,78,236
0.006168378982692957,-0.013626381754875183,79,239
0.006218263413757086,0.0053307851776480675,80,242
0.006015337537974119,-0.017797930166125298,81,245
0.006683744955807924,0.00876469537615776,82,248
0.0065814233385026455,-0.007493553217500448,83,251
0.0063582914881408215,0.005459240172058344,84,254
0.005891209002584219,0.018969548866152763,85,257
0.006376785691827536,0.01971427910029888,86,260
0.006373392418026924,-0.01708775758743286,87,263
0.006515417713671923,-0.03072953410446644,88,266
0.006134009454399347,-0.024397967383265495,89,269
0.0062371850945055485,0.02302456833422184,90,272
0.006745252758264542,-0.010862478986382484,91,275
0.006211394444108009,-0.005432889796793461,92,278
0.006336938124150038,0.009087365120649338,93,281
0.006015237886458635,0.014987166970968246,94,284
0.006286642048507929,0.03492036461830139,95,287
0.00631714565679431,0.0004264901508577168,96,290
0.006114995572715998,0.038880739361047745,97,293
0.006143914069980383,0.0014924196293577552,98,296
0.00611834367737174,0.011820963583886623,99,299
