train_loss,train_sr,epoch,step
1.2338155508041382,-0.009968247264623642,0,2
0.9370038509368896,-0.0013603739207610488,1,5
0.6915891766548157,0.005498515907675028,2,8
0.482916921377182,0.020565370097756386,3,11
0.3209036886692047,-0.016790563240647316,4,14
0.19851499795913696,0.014266579411923885,5,17
0.11103559285402298,0.020142847672104836,6,20
0.05345739796757698,0.006783817894756794,7,23
0.023054050281643867,-0.005558602511882782,8,26
0.008922470733523369,0.016881590709090233,9,29
0.006723238620907068,0.027051016688346863,10,32
0.010236400179564953,0.020607298240065575,11,35
0.014700405299663544,0.008911780081689358,12,38
0.01781276986002922,0.02508917823433876,13,41
0.017451733350753784,-0.020304221659898758,14,44
0.01500582043081522,0.05058981105685234,15,47
0.01232340931892395,0.01610974781215191,16,50
0.009488529525697231,-0.0028347305487841368,17,53
0.007653641048818827,0.015614502131938934,18,56
0.006542852148413658,0.013139105401933193,19,59
0.00608840212225914,0.008131714537739754,20,62
0.006366033107042313,0.056705083698034286,21,65
0.006986123044043779,0.02238363027572632,22,68
0.006909222807735205,0.028758835047483444,23,71
0.007055442780256271,0.03262516111135483,24,74
0.006673953030258417,0.03873957321047783,25,77
0.0064352951012551785,0.006516514346003532,26,80
0.006103231105953455,0.01927783526480198,27,83
0.005803857464343309,0.039154183119535446,28,86
0.006376781966537237,0.026266658678650856,29,89
0.006127472966909409,0.018996309489011765,30,92
0.0063727195374667645,0.05297696962952614,31,95
0.0062050786800682545,0.01121825072914362,32,98
0.006356291472911835,0.022667545825242996,33,101
0.006483234465122223,-0.009392446838319302,34,104
0.00630027474835515,0.03420364856719971,35,107
0.00629180483520031,-0.0036274336744099855,36,110
0.006333263125270605,0.041189439594745636,37,113
0.005960316862910986,0.026213733479380608,38,116
0.006275281310081482,0.027214260771870613,39,119
0.005996290128678083,0.024316085502505302,40,122
0.006074223667383194,0.05191545933485031,41,125
0.006034125108271837,0.04291388392448425,42,128
0.005743347108364105,0.05524279922246933,43,131
0.0060635581612586975,0.03143450245261192,44,134
0.006382289808243513,0.0414893701672554,45,137
0.006344797555357218,0.031790249049663544,46,140
0.006228912156075239,0.05486251786351204,47,143
0.006101799663156271,0.050253380089998245,48,146
0.006874945480376482,0.024177342653274536,49,149
0.005962923169136047,0.04504881054162979,50,152
0.005898910108953714,0.005483062006533146,51,155
0.005946552846580744,0.05960565060377121,52,158
0.006037124898284674,-0.024514956399798393,53,161
0.006459394004195929,0.03376060724258423,54,164
0.006224377546459436,0.008974060416221619,55,167
0.006175467278808355,0.05433863028883934,56,170
0.00611620070412755,0.03546364605426788,57,173
0.0063433269970119,0.05948604270815849,58,176
0.005984699819236994,0.05684239789843559,59,179
0.006425864994525909,0.016189120709896088,60,182
0.0061172726564109325,0.037700287997722626,61,185
0.006143644917756319,0.007081386633217335,62,188
0.0063144066371023655,0.051161352545022964,63,191
0.006170612294226885,0.013989392668008804,64,194
0.006712912116199732,0.02803739532828331,65,197
0.006240714807063341,0.05277081951498985,66,200
0.006044310051947832,0.04540504515171051,67,203
0.005865965038537979,0.042510513216257095,68,206
0.006077141966670752,0.03730253875255585,69,209
0.006095583084970713,0.03232860937714577,70,212
0.006739769596606493,0.03879924491047859,71,215
0.0059710959903895855,0.04323190450668335,72,218
0.00616762088611722,0.02016163244843483,73,221
0.00603904714807868,0.07377691566944122,74,224
0.006277583539485931,0.05400605872273445,75,227
0.005971489008516073,0.05363309755921364,76,230
0.005563868675380945,0.07735317200422287,77,233
0.006327094044536352,0.036180246621370316,78,236
0.006024874281138182,0.0326002798974514,79,239
0.0061513870023190975,0.0595693364739418,80,242
0.0059143914841115475,0.047807637602090836,81,245
0.006038871128112078,0.0703066736459732,82,248
0.006041821092367172,0.06833331286907196,83,251
0.006201989483088255,0.016595158725976944,84,254
0.006154040340334177,0.03295625001192093,85,257
0.006301280576735735,0.04843771085143089,86,260
0.005774854216724634,0.055575255304574966,87,263
0.006145481485873461,0.05287613347172737,88,266
0.006052806507796049,0.03405047208070755,89,269
0.005952619016170502,0.04616449400782585,90,272
0.006255799438804388,0.04890831932425499,91,275
0.0061166598461568356,0.06772925704717636,92,278
0.00609242171049118,0.06403427571058273,93,281
0.005728917196393013,0.06523245573043823,94,284
0.0059748017229139805,0.03977428376674652,95,287
0.006356922909617424,0.0703892931342125,96,290
0.005946669727563858,0.061524152755737305,97,293
0.005989257711917162,0.07316215336322784,98,296
0.006191352382302284,0.06536092609167099,99,299
