train_loss,train_sr,epoch,step
1.4208005666732788,0.024216575548052788,0,2
1.1124112606048584,-0.01434942614287138,1,5
0.8371356129646301,0.01305027399212122,2,8
0.608349084854126,-0.027653301134705544,3,11
0.4235539138317108,0.019958332180976868,4,14
0.27843108773231506,0.0020590517669916153,5,17
0.16922836005687714,0.005051827989518642,6,20
0.09805390238761902,-0.022204702720046043,7,23
0.047361165285110474,0.009342721663415432,8,26
0.02126634679734707,0.010953213088214397,9,29
0.008344501256942749,-0.04668585956096649,10,32
0.006690715905278921,0.02122676558792591,11,35
0.009341031312942505,0.019821232184767723,12,38
0.013446974568068981,-0.03569182753562927,13,41
0.015559367835521698,-0.025707481428980827,14,44
0.016150055453181267,-0.044699955731630325,15,47
0.01452693622559309,-0.03474017605185509,16,50
0.012231334112584591,-0.006199545226991177,17,53
0.009755924344062805,-0.02265607938170433,18,56
0.007910854183137417,0.00500494847074151,19,59
0.006719563156366348,-0.015811726450920105,20,62
0.006669384893029928,-0.024015530943870544,21,65
0.0065042395144701,-0.03876986354589462,22,68
0.006723778788000345,-0.022785227745771408,23,71
0.006972236558794975,-0.010273374617099762,24,74
0.006632974836975336,-0.02032366767525673,25,77
0.006992414128035307,-0.0007136380882002413,26,80
0.006498063448816538,0.006830877158790827,27,83
0.006440920755267143,-0.016955815255641937,28,86
0.006163727026432753,-0.015682032331824303,29,89
0.0060771857388317585,0.00867372564971447,30,92
0.0066080279648303986,-0.01807350665330887,31,95
0.006556002423167229,-0.014327994547784328,32,98
0.006584154907613993,-0.005604253616183996,33,101
0.006369488779455423,-0.042764656245708466,34,104
0.006536860018968582,-0.013610397465527058,35,107
0.006491202395409346,-0.010003886185586452,36,110
0.006394715514034033,0.0013874315191060305,37,113
0.005753932986408472,0.03344790264964104,38,116
0.0062134950421750546,-0.0135304881259799,39,119
0.005928359925746918,0.03512830659747124,40,122
0.0060449629090726376,-0.0543699711561203,41,125
0.006444774568080902,0.009906944818794727,42,128
0.006514137145131826,-0.002360070124268532,43,131
0.0060868095606565475,0.005808044224977493,44,134
0.006140259560197592,0.021121002733707428,45,137
0.006396103650331497,-0.005877977702766657,46,140
0.0062735495157539845,-0.02653040923178196,47,143
0.0063882567919790745,-0.013627865351736546,48,146
0.006730922032147646,-0.0031429450027644634,49,149
0.006689481902867556,-0.015834882855415344,50,152
0.005988152232021093,-0.023994967341423035,51,155
0.006282883230596781,0.005974155385047197,52,158
0.006141552235931158,-0.037283044308423996,53,161
0.006567481905221939,-0.020160671323537827,54,164
0.006394808646291494,0.0028256592340767384,55,167
0.006476901471614838,-0.008090256713330746,56,170
0.006439924240112305,-0.01957474835216999,57,173
0.006219297181814909,-0.025162024423480034,58,176
0.006524478551000357,0.019449466839432716,59,179
0.006207739934325218,0.026528604328632355,60,182
0.006134160328656435,0.01646963134407997,61,185
0.006272184196859598,0.00485608447343111,62,188
0.00622057169675827,0.005390780977904797,63,191
0.006843112874776125,0.015053636394441128,64,194
0.00628502806648612,-0.00444495165720582,65,197
0.006403366569429636,-0.01607251912355423,66,200
0.006652244832366705,0.03638468682765961,67,203
0.006501633208245039,-0.0008807505946606398,68,206
0.006695708725601435,-0.002627735026180744,69,209
0.006556089501827955,0.022474396973848343,70,212
0.006542363669723272,-0.009241548366844654,71,215
0.006044419016689062,0.019400862976908684,72,218
0.006171547342091799,0.009347653947770596,73,221
0.006745583843439817,-0.013701630756258965,74,224
0.0062897042371332645,0.03032611683011055,75,227
0.006313595455139875,-0.022326014935970306,76,230
0.006242229137569666,0.016233136877417564,77,233
0.0064401403069496155,-0.0036785348784178495,78,236
0.00623123487457633,0.022267146036028862,79,239
0.0064281015656888485,0.03524870425462723,80,242
0.005900653079152107,0.022833367809653282,81,245
0.006254076492041349,-0.027848679572343826,82,248
0.006229624152183533,0.010368061251938343,83,251
0.0066374228335917,0.017126156017184258,84,254
0.006525843869894743,0.017005130648612976,85,257
0.006517294328659773,-0.002308264374732971,86,260
0.006396744400262833,0.004594339989125729,87,263
0.006524235010147095,-0.030748147517442703,88,266
0.006099269259721041,0.0035309300292283297,89,269
0.005860468372702599,0.009568983688950539,90,272
0.006229162681847811,0.026055103167891502,91,275
0.005932718049734831,0.01905561424791813,92,278
0.006407363805919886,-0.017714453861117363,93,281
0.005957985762506723,0.04219150170683861,94,284
0.006287320051342249,0.02992715686559677,95,287
0.0064081489108502865,-0.009137912653386593,96,290
0.0064039211720228195,0.06726043671369553,97,293
0.006331406533718109,0.01186931598931551,98,296
0.0066392081789672375,0.028956901282072067,99,299
